zipcode,County,ZHVI,id,name,brewery_type,street,city,state,country,longitude,latitude,phone,website_url
77539,Galveston County,288625.0,galveston-bay-beer-company-inc-dickinson,"Galveston Bay Beer Company, Inc.",micro,12900 FM 3436 Rd,Dickinson,Texas,United States,,,2813393210,http://www.galvestonbaybeer.com
77539,Galveston County,288625.0,texas-beer-refinery-dickinson,Texas Beer Refinery,micro,1825 Dickinson Ave Unit B,Dickinson,Texas,United States,,,8327791221,http://www.texasbeerrefinery.com
60073,Lake County,224900.0,,,,,,,,,,,
97007,Washington County,637798.0,cooper-mountain-ale-works-beaverton,Cooper Mountain Ale Works,micro,15855 SW Kestrel Ct,Beaverton,Oregon,United States,-122.8400333,45.4314259,5035807175,http://www.coopermountainaleworks.com
90046,Los Angeles County,1721014.0,,,,,,,,,,,
10016,New York County,1037253.0,,,,,,,,,,,
92127,San Diego County,1522228.0,abnormal-beer-company-san-diego,Abnormal Beer Company,micro,16990 Via Tazon Ste 123,San Diego,California,United States,-117.08575,33.02391,8586182463,http://abnormalbeer.co
92127,San Diego County,1522228.0,karl-strauss-brewing-co-4s-ranch-san-diego,Karl Strauss Brewing Co - 4S Ranch,brewpub,10448 Reserve Dr,San Diego,California,United States,-117.113249,33.021301,8582732739,http://www.karlstrauss.com
92223,Riverside County,534408.0,,,,,,,,,,,
10451,Bronx County,331996.0,dyckman-beer-co-bronx,Dyckman Beer Co,contract,,Bronx,New York,United States,,,,http://www.dyckmanbeerco.com
33578,Hillsborough County,381246.0,,,,,,,,,,,
95124,Santa Clara County,1778412.0,,,,,,,,,,,
93036,Ventura County,730944.0,,,,,,,,,,,
91767,Los Angeles County,633150.0,old-stump-brewery-pomona,Old Stump Brewery,micro,2896 Metropolitan Pl,Pomona,California,United States,-117.7541465,34.09763808,9098609052,http://www.oldstumpbrewery.com
91767,Los Angeles County,633150.0,sanctum-brewing-co-pomona,Sanctum Brewing Co,closed,560 E Commercial St Ste 21,Pomona,California,United States,-117.74050254479533,34.05970243620024,9093450253,http://www.sanctumbrewing.com
84020,Salt Lake County,847277.0,,,,,,,,,,,
92234,Riverside County,507389.0,,,,,,,,,,,
1844,Essex County,526301.0,,,,,,,,,,,
90703,Los Angeles County,948507.0,,,,,,,,,,,
95351,Stanislaus County,363761.0,,,,,,,,,,,
60126,DuPage County,500011.0,elmhurst-brewing-company-elmhurst,Elmhurst Brewing Company,brewpub,171 N Addison Ave,Elmhurst,Illinois,United States,-87.94146327,41.90285936,6308342739,http://www.elmhurstbrewing.com
30236,Clayton County,269710.0,,,,,,,,,,,
98092,King County,677794.0,hideaway-brewing-co-auburn,Hideaway Brewing Co,micro,18731 SE 314th St,Auburn,Washington,United States,-122.1764384,47.3206933,2536319393,
98092,King County,677794.0,rock-wood-fired-pizza-and-brewery-auburn-auburn,Rock Wood Fired Pizza & Brewery - Auburn,contract,1408 Lake Tapps Pkwy SE # E,Auburn,Washington,United States,-122.2095415,47.2448314,2538337887,http://www.therockwfp.com
92879,Riverside County,669617.0,,,,,,,,,,,
44130,Cuyahoga County,208190.0,fat-heads-brewery-middleburg-heights,Fat Head's Brewery,regional,,Middleburg Heights,Ohio,United States,,,2168980242,http://www.fatheads.com
44130,Cuyahoga County,208190.0,rivals-brewing-company-middleburg-hts,Rivals Brewing Company,planning,,middleburg hts,Ohio,United States,,,3306316700,https://www.facebook.com/RivalsBrewingCo/
44130,Cuyahoga County,208190.0,rivals-sports-grille-middleburg-heights,Rivals Sports Grille,contract,6710 Smith Rd,Middleburg Heights,Ohio,United States,-81.80433472,41.38531549,2162670005,http://www.rivalscleveland.com
84065,Salt Lake County,687641.0,,,,,,,,,,,
23112,Chesterfield County,389246.0,steam-bell-beer-works-midlothian,Steam Bell Beer Works,micro,1717 Oak Lake Blvd E,Midlothian,Virginia,United States,,,8047281876,http://www.steambell.beer
19140,Philadelphia County,112807.0,,,,,,,,,,,
94014,San Mateo County,1119742.0,,,,,,,,,,,
93117,Santa Barbara County,1338663.0,captain-fattys-goleta,Captain Fatty's,micro,6483 Calle Real Ste D,Goleta,California,United States,-119.85240050430765,34.43947690223289,,http://www.captainfattys.com
93117,Santa Barbara County,1338663.0,draughtsmen-aleworks-goleta,Draughtsmen Aleworks,micro,53 Santa Felicia Dr,Goleta,California,United States,-119.8759909,34.43146172,8053872577,http://www.draughtsmenaleworks.com
93117,Santa Barbara County,1338663.0,hollister-brewing-co-goleta,Hollister Brewing Co,brewpub,6980 Market Place Dr,Goleta,California,United States,-119.873842,34.428764,8059682810,http://www.holisterbrewco.com
93117,Santa Barbara County,1338663.0,mspecial-brewing-company-goleta,M.Special Brewing Company,micro,6860 Cortona Dr Ste C,Goleta,California,United States,-119.8684287141006,34.432987508124704,,http://www.mspecialbrewco.com
2780,Bristol County,442237.0,,,,,,,,,,,
98208,Snohomish County,754540.0,crucible-brewing-everett-foundry-everett,Crucible Brewing - Everett Foundry,micro,909 SE Everett Mall Way Ste D440,Everett,Washington,United States,-122.220239,47.911765,4253747293,http://www.cruciblebrewing.com
98208,Snohomish County,754540.0,lazy-boy-brewing-everett,Lazy Boy Brewing,micro,715 100th St SE Ste A1,Everett,Washington,United States,-122.2208542,47.908844804750544,4254237700,http://www.lazyboybrewing.com
98208,Snohomish County,754540.0,middleton-brewing-co-everett,Middleton Brewing Co,brewpub,607 SE Everett Mall Way Ste 27A,Everett,Washington,United States,-122.224702,47.911397,4252809178,https://www.facebook.com/MiddletonBrews
98208,Snohomish County,754540.0,pacific-northwest-brewing-center-llc-everett,"Pacific Northwest Brewing Center, LLC",planning,,Everett,Washington,United States,,,,
33016,Miami-Dade County,307408.0,,,,,,,,,,,
7105,Essex County,555482.0,,,,,,,,,,,
63123,Saint Louis County,222650.0,,,,,,,,,,,
14094,Niagara County,222409.0,new-york-beer-project-lockport,New York Beer Project,brewpub,6933 S Transit Rd,Lockport,New York,United States,-78.69614336,43.0897514,7167436927,http://www.nybeerproject.com
77406,Fort Bend County,436634.0,fulbrook-ale-works-richmond,Fulbrook Ale Works,micro,1125 Farm To Market 359,Richmond,Texas,United States,,,8329809675,http://Fulbrookaleworks.com
77406,Fort Bend County,436634.0,running-walker-brewery-and-braman-winery-richmond,Running Walker Brewery & Braman Winery,micro,3421 FM 359 Rd,Richmond,Texas,United States,,,,
48187,Wayne County,364544.0,canton-brew-works-llc-canton,"Canton Brew Works, LLC",micro,8521 N Lilley Rd,Canton,Michigan,United States,-83.4586331,42.3224786,7349277081,http://www.cantonbrewworks.com
99336,Benton County,364758.0,ice-harbor-brewing-company-at-the-marina-kennewick,Ice Harbor Brewing Company at the Marina,brewpub,350 Clover Island Dr,Kennewick,Washington,United States,-119.111368,46.217631,5095863181,http://www.iceharbor.com
99336,Benton County,364758.0,ice-harbor-brewing-company-kennewick,Ice Harbor Brewing Company,brewpub,206 N Benton St Ste C,Kennewick,Washington,United States,-119.119238,46.2111,5095825340,http://www.iceharbor.com
99336,Benton County,364758.0,moonshot-brewing-kennewick,Moonshot Brewing,micro,8804 W Victoria Ave # 140,Kennewick,Washington,United States,-119.24125453068712,46.22937015681809,5094911058,https://moonshotbrewing.com
36695,Mobile County,267441.0,,,,,,,,,,,
77081,Harris County,261988.0,,,,,,,,,,,
27407,Guilford County,228577.0,,,,,,,,,,,
30032,Dekalb County,294518.0,,,,,,,,,,,
76542,Bell County,275223.0,,,,,,,,,,,
28601,Catawba County,279787.0,,,,,,,,,,,
84119,Salt Lake County,443169.0,,,,,,,,,,,
78704,Travis County,1016776.0,nomadic-beerworks-austin,Nomadic Beerworks,micro,3804 Woodbury Dr Suita A,Austin,Texas,United States,-97.7627464,30.2244374,,http://www.nomadicbeerworks.com
78704,Travis County,1016776.0,pinthouse-pizza-south-austin,Pinthouse Pizza South,brewpub,4236 S Lamar Blvd,Austin,Texas,United States,-97.7958917,30.2361072,5125685300,http://www.pinthousepizza.com
78704,Travis County,1016776.0,the-austin-beer-garden-brewing-co-austin,The Austin Beer Garden Brewing Co,brewpub,1305 W Oltorf St Ste B,Austin,Texas,United States,,,,
78704,Travis County,1016776.0,uncle-billys-brewery-austin,Uncle Billy's Brewery,micro,1530 Barton Springs Rd,Austin,Texas,United States,-97.76126939,30.262109,5124760100,http://www.unclebillys.com
97702,Deschutes County,698774.0,crux-fermentation-project-bend,Crux Fermentation Project,regional,50 SW Division St,Bend,Oregon,United States,-121.30796567520619,44.05092628926822,5413887558,http://www.cruxfermentation.com
97702,Deschutes County,698774.0,deschutes-brewery-bend,Deschutes Brewery,regional,901 SW Simpson Ave,Bend,Oregon,United States,-121.3246184,44.04780638,5413858606,http://www.deschutesbrewery.com
97702,Deschutes County,698774.0,immersion-brewing-bend,Immersion Brewing,brewpub,550 SW Industrial Way,Bend,Oregon,United States,-121.3155231,44.05100445,5416337821,http://www.imbrewing.com
97702,Deschutes County,698774.0,shade-tree-brewing-bend,Shade Tree Brewing,micro,19305 Indian Summer Rd,Bend,Oregon,United States,-121.35885585986522,43.992699689177776,5413833730,http://www.shadetreebrewing.com
97702,Deschutes County,698774.0,the-ale-apothecary-bend,The Ale Apothecary,micro,30 SW Century Drive Suite 140,Bend,Oregon,United States,-121.33142768075643,44.05140622110908,5414081525,http://www.thealeapothecary.com
19335,Chester County,493664.0,east-branch-brewing-company-downingtown,East Branch Brewing Company,brewpub,202 E Lancaster Ave,Downingtown,Pennsylvania,United States,-75.70076097,40.0067258,6102831989,http://www.eastbranchbrewing.com
19335,Chester County,493664.0,victory-brewing-co-downingtown,Victory Brewing Co,regional,420 Acorn Ln,Downingtown,Pennsylvania,United States,,,6108730881,http://www.victorybeer.com
8081,Camden County,317823.0,,,,,,,,,,,
92656,Orange County,888009.0,stadium-brewing-co-aliso-viejo,Stadium Brewing Co,brewpub,26731 Aliso Creek Rd Ste C,Aliso Viejo,California,United States,-117.72648766384981,33.5754672866716,9494489611,http://www.stadiumbrewingco.com
78233,Bexar County,255787.0,islla-street-brewing-company-san-antonio,Islla Street Brewing Company,micro,11911 Crosswinds Way,San Antonio,Texas,United States,-98.3775366,29.547909,210-771-6532,http://www.isllastreetbrewing.com/
92069,San Diego County,843855.0,port-brewing-co-the-lost-abbey-san-marcos,Port Brewing Co / The Lost Abbey,micro,155 Mata Way Ste 104,San Marcos,California,United States,-117.149141,33.141537,8009186816,http://www.portbrewing.com
92069,San Diego County,843855.0,wild-barrel-brewing-company-san-marcos,Wild Barrel Brewing Company,micro,692 Rancheros Dr,San Marcos,California,United States,-117.145752,33.140152,7605934785,http://www.wildbarrelbrewing.com
32303,Leon County,222621.0,lake-tribe-brewing-tallahassee,Lake Tribe Brewing,micro,3357 Garber Dr Unit 4,Tallahassee,Florida,United States,,,,http://www.laketribebrewing.com
32303,Leon County,222621.0,ology-brewing-co-tallahassee,Ology Brewing Co,micro,118 E 6th Ave,Tallahassee,Florida,United States,-84.2815824,30.45646517,8505662463,http://www.ologybrewing.com
43232,Franklin County,198311.0,,,,,,,,,,,
78744,Travis County,430785.0,independence-brewing-austin,Independence Brewing,regional,3913 Todd Ln Ste 607,Austin,Texas,United States,-97.7361012,30.2111313,5127070099,http://www.independencebrewing.com
78744,Travis County,430785.0,orf-brewing-austin,Orf Brewing,micro,4700 Burleson Rd Ste F,Austin,Texas,United States,,,5124285217,http://www.orfbrewing.com
78758,Travis County,509947.0,4th-tap-brewing-cooperative-austin,4th Tap Brewing Cooperative,micro,10615 Metric Blvd,Austin,Texas,United States,-97.7118913,30.3852024,5129089817,
78758,Travis County,509947.0,adelberts-brewery-llc-austin,Adelbert's Brewery LLC,micro,2314 Rutland Dr Ste 100,Austin,Texas,United States,-97.7201589,30.3826286,5126621462,http://www.adelbertsbeer.com
78758,Travis County,509947.0,austin-beerworks-austin,Austin Beerworks,regional,3001 Industrial Ter,Austin,Texas,United States,-97.72984444,30.3795705,5128212494,http://www.austinbeerworks.com
78758,Travis County,509947.0,celis-brewery-austin,Celis Brewery,micro,10001 Metic Blvd.,Austin,Texas,United States,,,5125242377,http://www.celisbeers.com
78758,Travis County,509947.0,circle-brewing-company-austin,Circle Brewing Company,micro,2340 W Braker Ln Ste B,Austin,Texas,United States,,,5128147599,http://www.circlebrewing.com
78758,Travis County,509947.0,oskar-blues-brewery-austin,Oskar Blues Brewery,micro,10420 Metric Blvd # 150,Austin,Texas,United States,-97.71470248,30.3839295,5122437054,
7104,Essex County,450100.0,,,,,,,,,,,
80233,Adams County,503377.0,beer-by-design-brewery-thornton,Beer By Design Brewery,contract,11490 Jackson St,Thornton,Colorado,United States,-104.9417886,39.9285623,3035172202,http://www.beerbydesign.com
80233,Adams County,503377.0,mother-tucker-brewery-thornton,Mother Tucker Brewery,micro,2360 E 120th Ave,Thornton,Colorado,United States,-104.9582581,39.91402476,3035659459,http://mothertuckerbrewery.com
80233,Adams County,503377.0,periodic-brewing-northglenn-northglenn,Periodic Brewing Northglenn,micro,2100 E 112th Ave,Northglenn,Colorado,United States,-104.9619495,39.89940226,7208641012,
27526,Wake County,446227.0,3rd-degree-brewhouse-fuquay-varina,3rd Degree Brewhouse,micro,1625 N Main St,Fuquay Varina,North Carolina,United States,-78.794223,35.5914556,9192015457,http://www.facebook.com/3rddegreebrewhouse/
27526,Wake County,446227.0,aviator-brewing-company-fuquay-varina,Aviator Brewing Company,regional,209 Technology Park Ln,Fuquay Varina,North Carolina,United States,-78.8073896,35.61695983,9195672337,http://www.aviatorbrew.com
27526,Wake County,446227.0,fainting-goat-brewing-company-fuquay-varina,Fainting Goat Brewing Company,micro,330 S Main St,Fuquay Varina,North Carolina,United States,-78.80001933,35.5812855,9193950642,http://www.faintinggoatbeer.com
27526,Wake County,446227.0,mason-jar-lager-co-fuquay-varina,Mason Jar Lager Co.,micro,341 Broad St # 151,Fuquay Varina,North Carolina,United States,-78.8026696,35.6015909,9195575303,http://www.masonjarlagerco.com
27526,Wake County,446227.0,oaklyn-springs-brewery-fuquay-varina,Oaklyn Springs Brewery,planning,,Fuquay Varina,North Carolina,United States,,,9192800046,http://www.oaklynspringsbrewery.com
38305,Madison County,264846.0,,,,,,,,,,,
67401,Saline County,178564.0,blue-skye-brewery-salina,Blue Skye Brewery,brewpub,116 N Santa Fe Ave,Salina,Kansas,United States,-97.608998,38.84100296,7854521234,http://blueskyebrewery.com
67401,Saline County,178564.0,three-rings-brewery-mcpherson,Three Rings Brewery,micro,536 South Old Highway 81,McPherson,Kansas,United States,,,6205045022,
23434,Suffolk City,314044.0,brick-and-mortar-brewing-company-suffolk,Brick & Mortar Brewing Company,micro,212 E Washington St,Suffolk,Virginia,United States,-76.57994305,36.72740683,7575331173,
29073,Lexington County,246343.0,,,,,,,,,,,
33021,Broward County,457213.0,department-coffee-hollywood,Department Coffee,contract,1940 N 30th Rd,Hollywood,Florida,United States,-80.16836199,26.02618324,3235382955,http://www.depatmentcoffee.com
60435,Will County,217865.0,,,,,,,,,,,
29229,Richland County,261394.0,,,,,,,,,,,
87507,Santa Fe County,428740.0,blue-corn-cafe-santa-fe,Blue Corn Cafe,brewpub,4056 Cerrillos Rd Ste G,Santa Fe,New Mexico,United States,,,5059841800,http://www.bluecorncafe.com
87507,Santa Fe County,428740.0,duel-brewing-company-santa-fe,Duel Brewing Company,brewpub,1228 Parkway Dr Ste D,Santa Fe,New Mexico,United States,,,5054745301,http://www.duelbrewing.com
87507,Santa Fe County,428740.0,leaf-and-hive-santa-fe,Leaf & Hive,planning,,Santa Fe,New Mexico,United States,,,6024481294,http://www.leafandhive.com
87507,Santa Fe County,428740.0,second-street-brewery-rufina-santa-fe,Second Street Brewery - Rufina,brewpub,2920 Rufina St,Santa Fe,New Mexico,United States,-105.9909993,35.65875738,5059823030,http://www.secondstreetbreweryrufina.com
76116,Tarrant County,307550.0,,,,,,,,,,,
33810,Polk County,339108.0,,,,,,,,,,,
22304,Alexandria City,428028.0,port-city-brewing-co-alexandria,Port City Brewing Co.,regional,3950 Wheeler Ave,Alexandria,Virginia,United States,-77.10149229,38.80803165,7037972739,http://www.portcitybrewing.com
98042,King County,693578.0,four-horsemen-brewery-kent,Four Horsemen Brewery,micro,30221 148th Ave SE,Kent,Washington,United States,-122.1426915,47.3844953,2539814258,http://www.fourhorsemen.beer
44107,Cuyahoga County,275438.0,bottlehouse-brewery-lakewood,BottleHouse Brewery,micro,13368 Madison Ave,Lakewood,Ohio,United States,-81.78445705,41.47721765,2162142120,http://www.thebottlehousebrewingcompany.com
44107,Cuyahoga County,275438.0,buckeye-beer-engine-lakewood,Buckeye Beer Engine,brewpub,15315 Madison Ave,Lakewood,Ohio,United States,-81.803918,41.477245,2162262337,http://www.buckeyebeerengine.com
44107,Cuyahoga County,275438.0,pedestrian-brewing-lakewood,Pedestrian Brewing,planning,,Lakewood,Ohio,United States,,,2162620740,http://pedestrian.beer
21218,Baltimore City,216980.0,peabody-heights-brewery-baltimore,Peabody Heights Brewery,micro,401 E 30th St,Baltimore,Maryland,United States,-76.61041505,39.32410525,4104677837,http://www.peabodyheightsbrewery.com
55303,Anoka County,364872.0,10k-brewing-anoka,10K Brewing,micro,2005 2nd Ave,Anoka,Minnesota,United States,-93.38952559,45.19812039,7633924753,http://10KBrew.com
80538,Larimer County,519829.0,big-thompson-brewery-loveland,Big Thompson Brewery,micro,114 E 15th St,Loveland,Colorado,United States,-105.0746687,40.40811243,,
80538,Larimer County,519829.0,rock-bottom-brewery-centerra-promenade-loveland,Rock Bottom Brewery - Centerra Promenade,brewpub,6025 Sky Pond Dr,Loveland,Colorado,United States,-104.990385,40.418114,9706222077,http://www.rockbottom.com
80538,Larimer County,519829.0,tilted-barrel-brew-pub-loveland,Tilted Barrel Brew Pub,contract,110 E 29th St,Loveland,Colorado,United States,-105.0773167,40.42158016,9706198950,http://www.tiltedbarrelbrewpub.com
30080,Cobb County,451662.0,,,,,,,,,,,
98223,Snohomish County,636403.0,210-brewing-co-arlington,210 Brewing Co,brewpub,3438 Stoluckquamish Ln,Arlington,Washington,United States,-122.18421,48.215096,3604749740,http://www.angelofthewind.com
98223,Snohomish County,636403.0,in-the-shadow-brewing-arlington,In the Shadow Brewing,micro,19731 Old Burn Rd,Arlington,Washington,United States,-122.11260566931288,48.175673664203046,4258769253,https://www.itsbrewing.com
98223,Snohomish County,636403.0,skookum-brewery-arlington,Skookum Brewery,micro,17925 59th Ave NE # A,Arlington,Washington,United States,-122.150305,48.159011,3604037094,http://www.skookumbrewing.com
30907,Columbia County,247923.0,,,,,,,,,,,
75072,Collin County,571216.0,,,,,,,,,,,
18102,Lehigh County,167336.0,,,,,,,,,,,
85339,Maricopa County,426054.0,,,,,,,,,,,
27106,Forsyth County,309782.0,,,,,,,,,,,
29588,Horry County,317400.0,,,,,,,,,,,
90630,Orange County,946220.0,,,,,,,,,,,
78665,Williamson County,499058.0,,,,,,,,,,,
55304,Anoka County,441776.0,,,,,,,,,,,
92128,San Diego County,967797.0,oggis-pizza-and-brewing-co-carmel-mountain-ranch-san-diego,Oggis Pizza & Brewing Co - Carmel Mountain Ranch,brewpub,10155 Rancho Carmel Dr,San Diego,California,United States,-117.089795,32.965495,8585927883,http://www.oggis.com
92128,San Diego County,967797.0,second-chance-beer-company-san-diego,Second Chance Beer Company,micro,15378 Ave of Science Ste 222,San Diego,California,United States,-117.082033,32.994888,8587056250,http://www.secondchancebeer.com
98023,King County,614691.0,,,,,,,,,,,
27107,Forsyth County,221164.0,,,,,,,,,,,
34668,Pasco County,244496.0,,,,,,,,,,,
92886,Orange County,1184637.0,the-blue-poppy-brewery-yorba-linda,The Blue Poppy Brewery,planning,,Yorba Linda,California,United States,-117.8249705,33.8901096,,
93720,Fresno County,480122.0,,,,,,,,,,,
7003,Essex County,505325.0,,,,,,,,,,,
30019,Gwinnett County,454189.0,,,,,,,,,,,
21228,Baltimore County,399511.0,,,,,,,,,,,
77099,Harris County,235012.0,,,,,,,,,,,
75093,Collin County,731925.0,,,,,,,,,,,
76133,Tarrant County,287006.0,maple-branch-craft-brewery-fort-worth,Maple Branch Craft Brewery,planning,,Fort Worth,Texas,United States,,,3149108854,https://www.maplebranchbrew.com/
10011,New York County,1877409.0,,,,,,,,,,,
73013,Oklahoma County,308946.0,battered-boar-brewing-co-edmond,Battered Boar Brewing Co,micro,14700 Metro Plaza Blvd Ste F,Edmond,Oklahoma,United States,-97.50849,35.619996,4052545000,http://www.batteredboar.com
27265,Guilford County,285683.0,,,,,,,,,,,
84120,Salt Lake County,462843.0,,,,,,,,,,,
93638,Madera County,341987.0,rileys-brewing-co-madera,Riley's Brewing Co,micro,28777 Avenue 15 1/2,Madera,California,United States,-120.0206226,36.97445553,5596738021,http://www.rileysbrewing.us
75062,Dallas County,315058.0,,,,,,,,,,,
94577,Alameda County,860947.0,21st-amendment-brewery-san-leandro,21st Amendment Brewery,regional,2010 Williams St Unit A,San Leandro,California,United States,-122.17729280237437,37.71130035804804,5105952111,http://www.21st-Amendment.com
94577,Alameda County,860947.0,cleophus-quealy-beer-company-san-leandro,Cleophus Quealy Beer Company,micro,448 Hester St,San Leandro,California,United States,-122.1914202,37.72210256,,http://www.cleoph.us
94577,Alameda County,860947.0,dr-hops-kombucha-beer-san-leandro,Dr Hops Kombucha Beer,planning,,San Leandro,California,United States,-122.1560768,37.7249296,3109168090,http://www.DrhopsKombuchaBeer.com
94577,Alameda County,860947.0,drakes-brewing-co-san-leandro,Drake's Brewing Co.,regional,1933 Davis St Ste 177,San Leandro,California,United States,-122.17914014470279,37.71493643668845,5105682739,http://www.drinkdrakes.com
78748,Travis County,516758.0,,,,,,,,,,,
20854,Montgomery County,1206851.0,,,,,,,,,,,
94553,Contra Costa County,747350.0,del-cielo-brewing-co-martinez,Del Cielo Brewing Co.,micro,701 Escobar St Ste A,Martinez,California,United States,-122.13693293120187,38.01845196913718,9253301229,http://www.delcielobrewing.com
94553,Contra Costa County,747350.0,five-suns-brewing-martinez,Five Suns Brewing,micro,701 Escobar St Ste C,Martinez,California,United States,-122.13702782935191,38.018513987604955,9259576706,http://www.fivesunsbrewing.com
94553,Contra Costa County,747350.0,rocksteady-brewing-co-martinez,Rocksteady Brewing Co.,brewpub,611 Escobar St,Martinez,California,United States,-122.1378119,38.0177998,9252288787,http://www.creekmonkey.com
95757,Sacramento County,727820.0,dreaming-dog-brewery-elk-grove,Dreaming Dog Brewery,micro,2501 W Taron Ct,Elk Grove,California,United States,-121.48090676002712,38.4080504378946,,
27707,Durham County,426401.0,,,,,,,,,,,
83686,Canyon County,422657.0,,,,,,,,,,,
77388,Harris County,312401.0,,,,,,,,,,,
48126,Wayne County,206907.0,downey-brewing-company-dearborn,Downey Brewing Company,micro,13121 Prospect St,Dearborn,Michigan,United States,-83.17350725,42.31625295,3132888442,http://www.downeybrewingcompany.com
60649,Cook County,176317.0,,,,,,,,,,,
33126,Miami-Dade County,307556.0,,,,,,,,,,,
27606,Wake County,423599.0,,,,,,,,,,,
96816,Honolulu County,1362100.0,,,,,,,,,,,
11420,Queens County,685964.0,,,,,,,,,,,
33844,Polk County,309023.0,,,,,,,,,,,
30064,Cobb County,472425.0,mandatory-fun-brewing-marietta,Mandatory Fun Brewing,planning,,Marietta,Georgia,United States,,,9517955337,http://www.vikingalchemist.com
29526,Horry County,300340.0,,,,,,,,,,,
20850,Montgomery County,664976.0,gordon-biersch-brewery-restaurant-rockville-rockville,Gordon Biersch Brewery Restaurant - Rockville,brewpub,200 E Middle Ln Unit A,Rockville,Maryland,United States,,,3013407159,http://www.craftworksrestaurants.com
20850,Montgomery County,664976.0,saints-row-brewing-rockville,Saints Row Brewing,micro,1211 Taft St,Rockville,Maryland,United States,-77.13401808,39.09361715,,http://www.saintsrowbeer.com
20783,Prince Georges County,426132.0,,,,,,,,,,,
48858,Isabella County,204418.0,crankers-restaurant-and-brewery-mount-pleasant,Cranker's Restaurant & Brewery,brewpub,1207 E Pickard St,Mount Pleasant,Michigan,United States,-84.76071102,43.61176916,9897791919,http://www.crankersbrewery.com
48858,Isabella County,204418.0,hunters-ale-house-mount-pleasant,Hunter's Ale House,brewpub,4855 E Blue Grass Rd,Mount Pleasant,Michigan,United States,,,9897792626,
48858,Isabella County,204418.0,mountain-town-brewing-co-mt-pleasant,Mountain Town Brewing Co,micro,614 W Pickard St,Mt Pleasant,Michigan,United States,-84.78689552,43.61180948,9894004666,http://www.mountaintownbrew.com
48858,Isabella County,204418.0,mountain-town-station-restaurant-and-brew-pub-mt-pleasant,Mountain Town Station Restaurant & Brew Pub,brewpub,506 W Broadway St,Mt Pleasant,Michigan,United States,-84.7822205,43.604568,9894004666,http://www.mountaintownbrew.com
98105,King County,1294497.0,big-time-brewery-seattle,Big Time Brewery,brewpub,4133 University Way NE,Seattle,Washington,United States,-122.3135759,47.65785225,2065454509,http://www.bigtimebrewery.com
98105,King County,1294497.0,burke-gilman-brewing-seattle,Burke-Gilman Brewing,micro,3626 NE 45th St Ste 102,Seattle,Washington,United States,-122.28807148465785,47.66183204557074,2062680220,http://www.burkegilmanbrewing.com/
98105,King County,1294497.0,floating-bridge-brewing-seattle,Floating Bridge Brewing,micro,722 NE 45th St,Seattle,Washington,United States,-122.3198017,47.6615295,2064664784,http://www.floatingbridgebrewing.com
98105,King County,1294497.0,ladd-and-lass-brewing-seattle,Ladd & Lass Brewing,planning,722 NE 45th St,Seattle,Washington,United States,-122.31973688650302,47.6616452724424,,http://www.laddandlassbrewing.com
98105,King County,1294497.0,ram-restaurant-and-brewery-seattle-seattle,RAM Restaurant and Brewery - Seattle,brewpub,2650 NE University Village St,Seattle,Washington,United States,-122.2980609,47.6641459,2065253565,http://www.theram.com
98105,King County,1294497.0,ravenna-brewing-company-seattle,Ravenna Brewing Company,micro,5408 26th Ave NE,Seattle,Washington,United States,-122.299162,47.6682272,2067438450,http://www.ravennabrewing.com
30252,Henry County,392010.0,,,,,,,,,,,
92843,Orange County,830355.0,,,,,,,,,,,
98391,Pierce County,649203.0,,,,,,,,,,,
10459,Bronx County,473863.0,,,,,,,,,,,
95136,Santa Clara County,1339302.0,,,,,,,,,,,
96792,Honolulu County,647180.0,,,,,,,,,,,
1841,Essex County,409480.0,,,,,,,,,,,
29651,Greenville County,323079.0,blue-ridge-brewing-cofoothills-brewing-greer,Blue Ridge Brewing Co/Foothills Brewing,brewpub,308 Trade St,Greer,South Carolina,United States,-82.2262648,34.9361559,8642324677,http://www.blueridgebrewing.com
33324,Broward County,367679.0,the-mack-house-brewpub-davie,The Mack House Brewpub,brewpub,9118 W State Road 84,Davie,Florida,United States,,,9544745040,http://www.themackhouse.com
78043,Webb County,167508.0,,,,,,,,,,,
96734,Honolulu County,1553082.0,lanikai-brewing-co-kailua,Lanikai Brewing Co,micro,175-C Hamakua Dr,Kailua,Hawaii,United States,-157.7403266,21.39044286,,https://www.lanikaibrewing.com
21207,Baltimore County,268315.0,,,,,,,,,,,
30097,Gwinnett County,696480.0,6-bridges-brewing-johns-creek,6 Bridges Brewing,planning,,Johns Creek,Georgia,United States,,,7708460292,http://www.sixbridgesbrewing.com
93455,Santa Barbara County,654454.0,coastal-star-brewing-company-santa-maria,Coastal Star Brewing Company,planning,,Santa Maria,California,United States,-120.4358577,34.9531295,8053284677,http://www.coastalstarbrewing.com
93455,Santa Barbara County,654454.0,naughty-oak-brewing-company-orcutt,Naughty Oak Brewing Company,micro,165 S Broadway St Ste 102,Orcutt,California,United States,-120.44828646011865,34.865064828774656,8052879663,http://www.naughtyoak.com
93455,Santa Barbara County,654454.0,santa-maria-brewing-co-santa-maria,Santa Maria Brewing Co,closed,1451 Fairway Dr,Santa Maria,California,United States,-120.46287954477457,34.91399144933568,,http://www.santamariabrewingco.com
